,NO2_forecast,O3_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_target,O3_target,co,hcho,blh_era5,d2m_era5,solar_elevation,sp,t2m_era5,tcc_era5,u10_era5,v10_era5,wind_dir_deg,wind_speed,HCHO_satellite,HCHO_satellite_daily,HCHO_satellite_flag,NO2_satellite,NO2_satellite_daily,NO2_satellite_flag,NO2_satellite_lag_1h,NO2_satellite_lag_3h,ratio_satellite,ratio_satellite_daily,ratio_satellite_flag,aluvd,aluvp,aod550,bcaod550,pm1,pm10,pm2p5,so2,SZA_deg,no,no2,year,month,day,hour,day_of_week,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,dewpoint_depression,relative_humidity_approx,wind_direction_rad,no2_pm25_ratio,pm25_pm10_ratio,blh_wind_interaction,solar_elevation_squared,is_daytime,no2_lag_1h,no2_lag_3h,pm2p5_lag_1h,pm2p5_lag_3h,pm10_lag_1h,pm10_lag_3h,so2_lag_1h,so2_lag_3h,t2m_era5_lag_1h,t2m_era5_lag_3h,wind_speed_lag_1h,wind_speed_lag_3h,no2_rolling_mean_6h,pm2p5_rolling_mean_6h,NO2_target_rolling_mean_6h,O3_target_rolling_mean_6h
hcho,-0.011222082279500582,0.04746872326023099,0.025301041552270396,-0.08657979007025106,0.013485020744500203,-0.011506967968297976,-0.05396388904191853,0.2601563161459991,-0.3282236922269917,0.7346493401960735,1.0,-0.40849048690939715,-0.12332108608431788,-0.5084919604898798,0.2271803091688885,-0.3547330032891812,-0.1309509020940505,-0.1468686408687616,0.21084610130364892,7.075458543023617e-05,-0.3025992529421384,0.15545285688700256,0.1560497570563739,0.06381338889378513,0.20496850962854124,0.22885040441575105,0.04513045814304097,0.2740871453086997,0.2978716121350049,-0.05534870565113323,-0.06474898045405768,0.056002152108397825,-0.06968068243254621,-0.05997552518234006,0.08844980998375529,0.24742610381433924,0.6489619390497311,0.6370504170052563,0.6397897566742674,0.5323235108811034,0.50849196048988,0.6576510680300018,0.4744140969367628,0.05824555563391891,0.031055791619695565,0.007309310372450139,-0.1252006974123573,-0.0287233227970343,0.03190706414099173,-0.016327730016750447,-0.08133033993478975,0.48973014436916146,0.07225008319302673,0.15140599757613893,0.032034199960308145,0.17038928813699883,-0.3349992021426068,0.3344584035817117,0.08286965219715067,-0.08158694497972573,0.08262201622616462,-0.37179965873592224,-0.011646439202766201,-0.46609344345977294,0.4628299224644006,0.4549213227514263,0.6309783112887183,0.6231065359921978,0.628230029803495,0.6203476856210871,0.5254431915502733,0.5201027550951848,-0.355704212972014,-0.35669063384319455,-0.3020266074846242,-0.29913794037432234,0.46808070747790836,0.6351051405801897,0.2622481828905457,-0.33261322285355216
blh_era5,-0.0762209144331419,0.06255383644043,0.0441974212262698,0.020031876528925144,0.006032358828006778,-0.010737733063220846,-0.04340559844211676,-0.3774948713802125,0.5973189307090028,-0.4608236769165925,-0.40849048690939715,1.0,0.06647016937658495,0.426472481956092,-0.28830917474318396,0.5603788151079672,0.011928773999226254,0.1157253398844075,-0.13747811095917917,0.0018809573648632147,0.29592709831099545,0.09270596070893429,0.03186007897746974,-0.0014980284140154805,-0.2851486842814657,-0.13015410828021515,0.031540497233129426,-0.28346156700521596,-0.281626908212842,-0.0988807479947134,-0.017708433806884173,0.029671251226365943,0.28140372089337157,0.28548767855011215,0.034377762153807785,-0.06150435843523199,-0.5121291016383778,-0.47456291892829616,-0.48790403336678345,-0.5454054577673879,-0.4264724819560917,-0.3610416041243258,-0.6604562543654502,0.030900465093856536,-0.09254436029134452,-0.006977143395976271,-0.23478741657056,0.008658910034568198,-0.09285776425227604,-0.011107444697572785,0.5475269248908073,-0.3750727120291423,0.04669743803000335,-0.2665348595169585,0.11656255672710106,-0.25107538475128527,0.6760744790602484,-0.6575120683286495,-0.027595944808460535,-0.3415398331315471,-0.34928420101041585,0.8483679000438381,0.0022486943402833938,0.38303651073352163,-0.6604480760929632,-0.6572543007103652,-0.48726543748758866,-0.48412684256625604,-0.47389930423869703,-0.47074484246621,-0.5452524083367114,-0.5435923461885507,0.5518311975214871,0.5429317901570605,0.28269696744351075,0.27735012725111113,-0.6659553846916544,-0.48751044051772885,-0.37398827431730813,0.5842011463735066
d2m_era5,0.010360643889598885,-0.04380999315611195,0.04081702744387636,0.031179741286787837,0.08330164592329578,-0.054063604181834146,0.09377298561181623,-0.39013208734686394,-0.018163274365860852,-0.4074428607274738,-0.12332108608431788,0.06647016937658495,1.0,0.19992904108289025,-0.7815336979407865,0.6804620985010931,0.4026232442295881,-0.44806886510427857,0.4013544924894908,0.08976887709393865,-0.06569980449709087,-0.02865873011873866,-0.004132278644011559,-0.14642878628364642,-0.3906266163164617,-0.35749547738039134,-0.3160578879392025,-0.3901050648597188,-0.3878116852515332,-0.05701725969935825,-0.09059575360699487,-0.2725338482857968,0.4696304088352009,0.45053080565882847,0.2758786410394912,-0.10027899147911828,-0.435705179117347,-0.39922953987039883,-0.3999757532684113,-0.3451651918629314,-0.19992904108289303,-0.1837624642704718,-0.2505599609767814,-0.0364852970720513,0.0730872212863387,0.0009884993421894479,0.004329761451788464,0.021381819242985274,0.06973870530753143,-0.019681551051295043,-0.020948982428605864,-0.011184716021170042,-0.5277372534112468,-0.6667015735496679,-0.33836968490428687,-0.8044236262934324,-0.19727367076378616,0.21114537565864583,0.2554953753169721,0.2586011168218286,0.0003895862966360826,0.014534787146264756,-0.03108395457555432,0.09702609688527826,-0.25171441955116375,-0.2532246115228563,-0.40090316540265974,-0.4024957670426257,-0.40014603253692943,-0.4017217137379191,-0.3463837624997623,-0.3485201737495781,0.6843912635970703,0.6847551648500021,-0.06158247974794823,-0.06132401447594343,-0.25707055152845404,-0.4044380460440853,-0.393369468492635,-0.01707088309396076
solar_elevation,-0.030258209294882783,0.03399682848900478,0.01597528596374913,0.01592615541088362,0.04864465313263764,-0.04522367798127485,-0.004952908086827442,-0.048937113101572366,0.4428740856482935,-0.40759455207409345,-0.5084919604898798,0.426472481956092,0.19992904108289025,1.0,-0.3186466637087231,0.5320162683121292,0.09076150314392456,-0.04155278928725317,-0.12649174400418747,0.04435938215133356,0.08053578789043823,-0.004289447705770795,0.01725060344138844,-0.022323705082152222,-0.3988444506256483,-0.10927465724654019,-0.03019027067916333,-0.3812901204919207,-0.3616548111755053,-0.10305791829589334,-0.025427081610973738,-0.025114579958202755,0.20508692235863454,0.2068362618666789,0.04500366408413915,0.05030933319869188,-0.33465910502764484,-0.3145935998067559,-0.31499665539024235,-0.3139581922337246,-0.999999999999999,-0.35147696635619863,-0.30506796523223684,0.0186377238293316,-0.07682657445945916,-0.00882521304995132,0.19161895000407173,0.0159990636491556,-0.07748404384955408,0.0020049329812488973,-9.035379537885899e-05,-0.9600227754892451,-0.009873510006803678,-0.2564056471470393,0.059159434088963195,-0.2566756783904622,0.4903075295289793,-0.4939724015274504,-0.0982918770460061,-0.035689412963785645,-0.032359969686019424,0.3284034062513894,0.0038887676825890213,0.8550625706997004,-0.31259445205120956,-0.3323461538078604,-0.3198120890416096,-0.3330549615937673,-0.319250215223197,-0.3320641017082637,-0.32109779157007484,-0.34103533273529346,0.5357756959765072,0.542169540500234,0.08291301531048545,0.08698913317536561,-0.3455128763039763,-0.3403262976359779,-0.06338378752756145,0.4622382338102114
sp,0.07174300212028237,-0.08620154694387858,-0.09836223633283876,-0.07588374054201377,-0.052826209058355486,0.0467296219924238,0.018948682274188874,0.4374084036618499,-0.1267189727485844,0.48248109339638856,0.2271803091688885,-0.28830917474318396,-0.7815336979407865,-0.3186466637087231,1.0,-0.8151944231459322,-0.28822737381822644,0.25944908977515607,-0.2974355296712021,-0.05840441409313061,-0.10307725783250718,-0.08025989671209788,-0.02026934359964702,0.09699746381474195,0.4057726519144588,0.3923210564167243,0.18352721551509757,0.41316281472706395,0.4070167594488781,0.05854144388950054,0.0536961335723032,0.1437708688371106,-0.6752189136256072,-0.6722356298254626,-0.2541914448023687,0.21999441301134334,0.5144346941454104,0.44716061088588244,0.45158058204354057,0.41859143628855977,0.3186466637087226,0.22805974020457137,0.32585157085854694,-0.04623530765847817,0.10112180554329409,0.03540868090137825,-0.0520152337352607,-0.04549629244882439,0.10591317896822824,-0.00464812773055625,0.02569644041284869,0.08950504050262265,0.2711233648246685,0.843510201022443,0.033469284439958225,0.9134466068848862,-0.22420665322159905,0.20602164269454248,-0.2084290435021233,-0.19815793949215202,0.08573229656591647,-0.25601812761034204,-0.04784911320002699,-0.27221245670523175,0.32443190576585673,0.323537270389394,0.4501597268512035,0.4487608626373031,0.4456753332038296,0.44420373367830607,0.41882227286494755,0.41926070380875274,-0.8155591705571084,-0.8165897447178743,-0.10362187324212513,-0.10413080272756493,0.3305112354797289,0.45525451009413964,0.4395235270425069,-0.12853310992825093
t2m_era5,-0.0716189921863862,0.06958703679826113,0.1051869648549205,0.06259250736525765,0.05720676109821811,-0.04609907699885879,-0.01090842771588764,-0.43976789308140657,0.40698534061460345,-0.618300761465746,-0.3547330032891812,0.5603788151079672,0.6804620985010931,0.5320162683121292,-0.8151944231459322,1.0,0.16743705968818795,-0.1536171331289194,0.1321070470160201,0.058827354229507,0.12767094702040102,0.05513988279949116,0.05724104389488181,-0.017231588329852277,-0.41518910818913496,-0.38103560066851727,-0.07247689660384053,-0.4139511074870872,-0.4130337063940057,-0.09790036519705651,-0.0829424634737284,-0.0413045748978109,0.6664203918543092,0.6486256460261715,0.13352675257868854,-0.15185214615655274,-0.6507554692736827,-0.6001558661061622,-0.6054744969275628,-0.5727869230486333,-0.5320162683121312,-0.3686485625343409,-0.5448201533951023,0.05096431602499989,-0.07371419604551228,-0.014624902328791522,-0.08533478443332486,0.006238570018692607,-0.07690591458294649,-0.02929213001441982,0.23223604179563231,-0.3439230961551437,-0.23316893833148,-0.7438094423009107,-0.02676465110535852,-0.7977224467399091,0.5841457005354119,-0.5710043308733522,0.10643201522952861,0.025134597969675918,-0.141039128756446,0.45926226541788273,-0.04208473463222364,0.40138972428400627,-0.5449556386957659,-0.545603799297764,-0.6056637263018658,-0.6063406986458879,-0.60032944633787,-0.6009379092503261,-0.5734194744800404,-0.5760287484718025,0.9948374939466468,0.9910940751416193,0.12638982856606124,0.12561935254974596,-0.5538932988829696,-0.6111099208858278,-0.4463431400491854,0.40822193120983713
tcc_era5,0.045575645180917015,-0.08608707652423919,-0.054952665898865244,0.11216323081214849,0.022865813755891858,-0.022310864569008933,0.08146098970628003,-0.2131288404603125,-0.050971218555917366,-0.20367142728005214,-0.1309509020940505,0.011928773999226254,0.4026232442295881,0.09076150314392456,-0.28822737381822644,0.16743705968818795,1.0,-0.30464881980635977,0.25243608920567484,0.014428164936794208,-0.02458401100069469,0.028911331602104143,-0.0316997248096773,-0.3197312256970787,-0.07859572920928964,-0.06300747293259945,-0.4393135819212657,-0.07915643444106374,-0.08771970311512087,-0.017897264529728608,-0.012821865509908211,-0.42694887740423626,0.13344801390875793,0.124213892758852,0.3030546820906013,0.05073073536374788,-0.21555560065711274,-0.2020581408936579,-0.20352691213710894,-0.21794244004557445,-0.09076150314392556,-0.1344816847735808,-0.1229236292942074,-0.0741576813104632,0.015715156215231157,0.046820566289274314,-0.016216154620164763,0.034656227496418585,0.018430521856986473,0.016878231122574788,0.01193564256981463,-0.013305912785293859,-0.2211088520575563,-0.2696276063996631,-0.13642652708840738,-0.3295606885730828,-0.22195104761839854,0.23578729179420574,0.16121004086454074,0.21049752976634203,-0.022522080311717468,-0.004870403699318581,0.056394900802283,0.06161320986192078,-0.12305751986933713,-0.12315905762264341,-0.20322819632009576,-0.20248719001244292,-0.20174087885871286,-0.20095849877748745,-0.21757597861608027,-0.21648444424938787,0.16780294213979988,0.16801055690124492,-0.024220272907165045,-0.024371330721373336,-0.1240474977358259,-0.20010050681810299,-0.21525164383036496,-0.0500629743905477
u10_era5,0.07332720262851039,-0.03816027042220517,-0.0003571406659756653,0.02547017275951318,-0.08689128169351182,0.053425459225668374,0.0052412217556763625,0.06499909482970316,0.047653462751617595,0.012548085421598918,-0.1468686408687616,0.1157253398844075,-0.44806886510427857,-0.04155278928725317,0.25944908977515607,-0.1536171331289194,-0.30464881980635977,1.0,-0.5142569803279877,-0.0851917049175911,0.043039236499416836,-0.030001927602187253,-0.07313289670290964,0.18995738896507694,-0.019280468281487727,-0.022729959431578437,0.31411946973912486,-0.01980512632902751,-0.021079038226602363,0.10038177673209218,0.13543655401672008,0.27143419267634944,-0.17122405880622138,-0.17264997934156837,-0.24466707130920906,-0.23855311390566872,0.030505595555086706,0.06440944327057314,0.05468646375211499,0.02103226088867925,0.041552789287253304,-0.012004276968666733,-0.019390715716376905,0.01784266345500382,0.024319146918906086,-0.05344832193263481,-0.06643821375387794,0.017566331850707564,0.02003206507820955,0.05417948630803752,0.11846414776542841,-0.034164717607345026,0.14430242020224104,0.2815579833348768,0.07512346211354078,0.31125552789637584,0.290776619354412,-0.2952120752198818,-0.32356235122337557,-0.24201976625401656,-0.20422469078554195,0.15923460130613237,0.04477630344975157,-0.007931587628246724,-0.01970260584855201,-0.01933412863522427,0.05417298472925541,0.05500839528551873,0.06386788690323789,0.06469209276549802,0.02084118929800137,0.022136120261161497,-0.15655468244686355,-0.15866617722799328,0.03827889259954795,0.036374485047862073,-0.020301103293552926,0.05232673927916399,0.06624801405531522,0.04539545681140917
v10_era5,-0.048523760607815415,0.039332404882814004,0.04619931968719341,0.00282128668392009,0.05717234964032365,-0.03777448070189016,-0.008993103511295288,-0.04857457730284767,-0.13370295579020353,0.028066965211393298,0.21084610130364892,-0.13747811095917917,0.4013544924894908,-0.12649174400418747,-0.2974355296712021,0.1321070470160201,0.25243608920567484,-0.5142569803279877,1.0,0.06140930537676793,-0.12437247567056889,0.0213116784298661,0.027862624734395557,-0.12981060252972618,0.0009924234773030403,-0.028467621337335592,-0.24728914527413473,-0.0003292129705405947,0.0003149483187603845,-0.07913624202478654,-0.02399109377067754,-0.21400641239006316,0.16535800862981476,0.1705929118345522,0.2976359676626828,0.11303686286084783,-0.006774138141235198,0.004769242979688213,0.0070748429906947715,-0.020939150863624013,0.1264917440041877,0.09705520840636186,0.008832492837801052,-0.023928540972932635,-0.03866788996944802,-0.0011335120874029084,-0.00291931004012302,0.005603976440522133,-0.03905730151303901,-0.014529716394224202,-0.05406974998433589,0.20961219109088217,-0.13632894434537807,-0.27457605581735856,-0.06565718052176679,-0.3174793577258394,-0.2678117319447818,0.27212853007721594,0.6793547579636147,0.0994790694469654,0.06408701139618023,-0.1837046988499909,-0.09202948935047062,-0.1463664493469781,0.011232167609969274,0.018235591233881004,0.008265476042464857,0.012377663744897325,0.005903252341162991,0.009898974694484915,-0.01944865766252891,-0.014003816855763351,0.1308919485896219,0.12873659211307115,-0.11622289323982389,-0.11337316056743459,0.02082278917390578,0.014705367088952636,-0.045574200672051896,-0.13893681162845245
wind_dir_deg,-0.06561556186761928,0.09606633662098125,0.07370145062427773,-0.11091596248782579,0.7387138654620786,-0.4065687987156484,-0.08049919357021568,-0.016479900800983494,0.01247618699786977,-0.022866656055726,7.075458543023617e-05,0.0018809573648632147,0.08976887709393865,0.04435938215133356,-0.05840441409313061,0.058827354229507,0.014428164936794208,-0.0851917049175911,0.06140930537676793,1.0,-0.03151678167553806,-0.1199604486023422,0.0009562590840799862,-0.007213036713550012,0.024999610643637735,0.038018638408621436,-0.026619376477549212,0.02302121664982788,0.008206847190089066,0.0257367214109848,-0.0507192657904362,-0.02522833312460857,0.04384968756761244,0.0426189715503637,0.0321982858993929,0.0336042005196764,-0.023521471614598922,-0.024571906498650282,-0.025030191733196375,-0.025011665233262852,-0.04435938215133262,-0.00511644346683018,-0.0063434896720575805,0.006624309455805434,-0.017134669286828618,-0.018792811132361652,0.026396386751885353,-0.018264543873548027,-0.018898951083687224,-0.023344329812199856,-0.011187182758409124,-0.025075829394304038,-0.01648444049121606,-0.07869544265055592,0.000890166283987439,-0.0760230071070483,-0.020728498133346842,0.019341085465805905,0.02671753121038436,0.026424077380064376,-0.01398740960005047,-0.02012480212281293,-0.010367270154678894,0.038139534496201666,-0.007230209889704031,-0.009157506951935625,-0.025118839313380284,-0.025289440770102426,-0.02464402124079276,-0.024763104000790754,-0.025301410914521667,-0.025567465309456732,0.058884952426278885,0.05903982384915068,-0.031090293666870134,-0.031064331366084427,-0.009901949591953531,-0.025671230528227094,-0.015911071814647022,0.011800085737337634
wind_speed,-0.06817129515496578,0.0957224994672154,0.012076120072080735,0.02250223299134353,-0.04216565464191361,0.03252018291656793,-0.04529074454528057,-0.22961359764871395,0.06947191288761806,-0.310618445934352,-0.3025992529421384,0.29592709831099545,-0.06569980449709087,0.08053578789043823,-0.10307725783250718,0.12767094702040102,-0.02458401100069469,0.043039236499416836,-0.12437247567056889,-0.03151678167553806,1.0,-0.19394453907816628,-0.12186312355091942,-0.06697641125611724,-0.21330189280291953,-0.17530309569505223,0.04137088135099613,-0.21184766298408667,-0.21123280986048276,0.046639247755635126,0.05438359409455532,0.011452101840357649,0.0941178851249431,0.09468970001391494,-0.08447128145024335,-0.18601633714984392,-0.3204642482340129,-0.303083692908432,-0.31060677734811465,-0.2828738112904208,-0.08053578789043835,-0.29767451082689605,-0.308841944701369,0.07793010616695509,-0.08156507153602628,0.03986118769312147,-0.0585237124884748,-0.008286644991434257,-0.07740922338717939,-0.03171334050333635,0.12003172651805499,-0.05775592556911884,0.10295349547402322,-0.0993479947679591,0.11987764972592165,-0.07439464638851805,0.24357431442310573,-0.24220412363709662,0.08145349568877396,0.022014252768313133,-0.15131906954710678,0.6142747545170312,-0.07862370588592582,0.06745536075192513,-0.30948829304147707,-0.31028179170525966,-0.31123002280810746,-0.31199600031462194,-0.30371443353532834,-0.30453854285391396,-0.2837329365920324,-0.28542225927483955,0.12661464909946335,0.1261559702285993,0.9160810252237701,0.899039892265565,-0.3160881293778435,-0.31678590459214373,-0.226595821241233,0.06802700310240807
HCHO_satellite,0.05408095832905455,-0.05826581653070133,0.0012116304930807845,-0.09564491356296073,-0.04101457337832005,0.028047969812227954,0.047750796780944016,0.022674525478870486,0.1688685205567945,0.03324814197522238,0.15545285688700256,0.09270596070893429,-0.02865873011873866,-0.004289447705770795,-0.08025989671209788,0.05513988279949116,0.028911331602104143,-0.030001927602187253,0.0213116784298661,-0.1199604486023422,-0.19394453907816628,1.0,0.9252680750355899,,0.2963206146616361,0.29850704280851287,0.050921702405096324,0.30007845523734805,0.3140273222438721,-0.3699182747955917,-0.31107770017372166,0.06089432382352434,0.19455835159706925,0.21023663041528998,0.016927183106958118,0.07680077960529569,0.05297161134329757,0.01768005144978226,0.03140315412070302,0.001818530282269738,0.004289447705771534,0.0525643950634655,0.03339846074324757,-0.07647300655310091,0.06167134435656985,-0.012664722019733697,-0.09108528335595237,0.08170908894388342,0.059005429269696846,0.1212463454204509,0.09706540550461047,0.08853543420010117,0.006059947813823789,-0.09093111299889263,0.017935819398215137,-0.09341701300120582,0.09072014299251624,-0.09268620857821926,0.017005434361962387,-0.02343993482301616,0.02746264079088538,-0.07536367262636162,0.019381851255777273,,0.023968985100643107,0.03291947653869931,0.0202356430843225,0.019585668703254625,0.005862960649198182,0.004801143812005905,-0.005869787338528475,0.0028830342051861966,0.053376314296911184,0.05224361541545674,-0.19573016914090352,-0.19685580339419873,0.017049424429753473,0.004481076608067942,0.04000884952535088,0.15913420283162225
HCHO_satellite_daily,0.0017515708779234688,-0.029186390227372568,0.036926689524172454,-0.049187604913961507,0.004785077633137622,0.005155619684680104,0.00448944758079006,0.0890133312677344,0.09132045176027262,0.0727901878967416,0.1560497570563739,0.03186007897746974,-0.004132278644011559,0.01725060344138844,-0.02026934359964702,0.05724104389488181,-0.0316997248096773,-0.07313289670290964,0.027862624734395557,0.0009562590840799862,-0.12186312355091942,0.9252680750355899,1.0,,0.294353371822564,0.31048298707904826,0.04963169578732507,0.294353371822564,0.294353371822564,-0.31323440094658317,-0.33506952059319933,0.0670563255188522,0.16176956924530636,0.16956796384534714,0.10139580830126993,0.17624372860636836,0.07500200644044017,0.07853926253113731,0.07985330979291155,0.055284891736647045,-0.017250603441388103,0.0710072902134305,0.0637789435808811,-0.09341637446599353,0.04584502509007383,0.011694536331748826,-0.002484538478410807,0.08353690904201788,0.04574379905313972,0.11980257966986634,0.0004915075862061551,0.0022290516950300753,0.0005268721305138219,-0.06948638767709417,0.01678004781481233,-0.07534435537497818,0.08031709432648247,-0.07963363489476233,-0.014168234286572011,-0.03280775404240277,0.021589397201363873,-0.020598364249455593,0.0027324247432059,0.007174476107791847,0.06377493432311453,0.06358252922542368,0.0798426514511075,0.07947695642822827,0.07852772815764207,0.07816055956293565,0.055308878999397994,0.055005384140665914,0.057200650982968816,0.05718165125122924,-0.12171622175000288,-0.12132940970711639,0.06519767326509214,0.08039190207908066,0.08933173619293536,0.09152587527588607
HCHO_satellite_flag,0.08433591010568499,-0.08035095530343982,-0.04514404629865692,-0.041992259262438505,-0.0076374215220863986,0.04096459348677363,0.03196735051873195,0.11040710262609059,0.044938198256613104,0.07402643350265341,0.06381338889378513,-0.0014980284140154805,-0.14642878628364642,-0.022323705082152222,0.09699746381474195,-0.017231588329852277,-0.3197312256970787,0.18995738896507694,-0.12981060252972618,-0.007213036713550012,-0.06697641125611724,,,1.0,0.0341101120398552,0.04442861639523281,0.5897716627311821,0.0341101120398552,0.0341101120398552,,,0.7155303198579318,0.02514700144164519,0.02252899604328465,-0.18742195494346794,-0.10745891298008767,0.07209607324431233,0.07012954399560441,0.07012368049858816,0.09297170390099808,0.022323705082152524,0.06357727273415711,0.05919476845227414,-0.06487987944171308,0.0936423602950531,-0.06505865922893689,-0.00026719162546989556,-0.006817210504679023,0.08676112417007766,0.051088147859403306,5.2852924288376035e-05,0.00023971154602604305,0.037428961421335345,0.07676936699972746,0.022005856382777227,0.09020637468279172,0.1391349844284362,-0.14377205542453153,-0.10241408459887907,-0.074326683060127,-0.004203525006157926,-0.008440492688295137,-0.0017138154274240487,-0.015946749868767058,0.05919476845227414,0.059357201691803405,0.07012368049858816,0.07035395124992433,0.07012954399560441,0.07035525184502511,0.09297170390099808,0.09311469894551117,-0.01716423055626887,-0.017101938584298447,-0.06686335533101617,-0.06694977996997331,0.058687953738630345,0.06729306486225305,0.110865780826174,0.04550156188804725
NO2_satellite,0.07403112318480971,0.005493010262547375,-0.04392940689401828,-0.04977864026988583,0.0466777125942147,-0.041045835928232174,-0.04225548395093094,0.4261504058323277,-0.027922809536148115,0.5014673435284427,0.20496850962854124,-0.2851486842814657,-0.3906266163164617,-0.3988444506256483,0.4057726519144588,-0.41518910818913496,-0.07859572920928964,-0.019280468281487727,0.0009924234773030403,0.024999610643637735,-0.21330189280291953,0.2963206146616361,0.294353371822564,0.0341101120398552,1.0,0.9810670434541734,,1.0,0.9983218573969953,0.06840576304963945,0.08256342511516687,0.008270523510952997,-0.26701185745110056,-0.2505605902944108,-0.13733678656242354,0.15420575066704012,0.5200133360967834,0.38088997848755124,0.4275716635707309,0.4776723600616268,0.39884445062564877,0.5088554590612281,0.45729856813536585,0.09336748784958956,0.20706759259338178,0.08004785378420169,-0.11091486218501587,-0.01900750944013812,0.2117486122038746,0.021225859974053397,0.11806708450517825,0.10778777822982008,-0.013699864136211846,0.41460593142822316,-0.11333336701205214,0.426442467070734,-0.06286506284888588,0.03514231542107267,-0.004704537277129969,0.15753733269420506,0.2144968876232052,-0.2832776439434905,-0.36177202521834945,,0.44705796771609957,0.4678663169912678,0.4144729707593383,0.4380374815329083,0.3652136264114779,0.38481854411105015,0.4642113856162845,0.47803940133007,-0.4188744839149668,-0.42126203524725103,-0.21678662561917159,-0.2150446891226167,0.4750798719126397,0.42797454729131096,0.4399228681812793,-0.05439355683633494
NO2_satellite_daily,0.01443394093124107,0.009188383886806786,-0.0064318985541696,-0.06095096639372466,0.04335433771552634,-0.062358235077839844,-0.06886517816662213,0.27974083134559347,-0.13211558101651696,0.3601951985111384,0.22885040441575105,-0.13015410828021515,-0.35749547738039134,-0.10927465724654019,0.3923210564167243,-0.38103560066851727,-0.06300747293259945,-0.022729959431578437,-0.028467621337335592,0.038018638408621436,-0.17530309569505223,0.29850704280851287,0.31048298707904826,0.04442861639523281,0.9810670434541734,1.0,,0.9810670434541736,0.9810670434541736,0.07542049492864648,0.05585339700190605,0.012240680936484656,-0.310998691428696,-0.2922811740205327,0.06569013839538695,0.3021195377244516,0.3840549546018224,0.3688863459075045,0.3699740072472271,0.27599158779895894,0.10927465724653904,0.2143324356688903,0.2279504081955791,0.07634736246697633,0.1734461152234345,0.060952899449285586,-0.0010839402255086099,-0.04244221529165571,0.1780041112804525,0.009867495584875699,0.00021444417913525212,0.0009724897658579365,-0.006955561976671053,0.3977503073259978,-0.10356587901354367,0.41782514415390787,-0.14906073422007335,0.14635580374284002,-0.044457735671479544,-0.15982664705072788,0.05027349604358071,-0.153009249139417,0.006100290397653836,-0.05764855066192216,0.2279485080280452,0.2275812074871034,0.36996947648852097,0.36953664658565705,0.36888134076502016,0.3684436804279954,0.27600724405525673,0.2757956838662728,-0.381023725546497,-0.38099588383657607,-0.17472448007842487,-0.1733709540867013,0.2315122129936992,0.3712669154585826,0.281067607261866,-0.13292752385491916
NO2_satellite_flag,-0.00820401786755034,0.08144079711404575,0.007069617440512326,-0.03864015449011169,-0.0285260958700009,0.019807405535519247,-0.05871125409192105,0.0641320538575355,0.07992344902803142,0.07960630207088634,0.04513045814304097,0.031540497233129426,-0.3160578879392025,-0.03019027067916333,0.18352721551509757,-0.07247689660384053,-0.4393135819212657,0.31411946973912486,-0.24728914527413473,-0.026619376477549212,0.04137088135099613,0.050921702405096324,0.04963169578732507,0.5897716627311821,,,1.0,,,,,0.9156760102002157,0.039547776570780076,0.046987969634258504,-0.27574038165264514,-0.14839736433906384,0.07692155646310622,0.07094022375065935,0.0718601522352273,0.09758289872214065,0.030190270679162978,0.03619584255695812,0.06382132227146531,0.13482136454563454,-0.0637953617126946,-0.08659331351172686,-0.0003419295518010693,0.048640045825878005,-0.07033572729423981,0.020545174364791606,6.763676324634471e-05,0.0003067628386559919,0.278168473338199,0.09433371236333153,0.24780964300307312,0.1606663638992532,0.25311084776943515,-0.26287735518187083,-0.1690146240007105,-0.09346730683219728,-0.009001341044214227,0.03910333707387109,-0.000305486052224769,-0.016953864905074414,0.06382132227146531,0.06381897253744603,0.0718601522352273,0.07193876348977632,0.07094022375065935,0.07101868277797578,0.09758289872214065,0.09749178548570571,-0.07244664798776786,-0.07240117173285952,0.041085790951280086,0.04045614752789771,0.06439655966077518,0.07026186808286833,0.06450903428100002,0.08034071170272596
